Date,Open,High,Low,Close,Volume,MarketCap
2017-09-02,2.5,2.85,1.72,1.99,22995400,199268000
2017-09-03,1.93,2.02,1.42,1.58,11662000,157580000
2017-09-04,1.58,1.58,0.613,1.05,20075100,104957000
2017-09-05,1.03,1.12,0.7406,0.9737,9453770,97371600
2017-09-06,0.9905,1.17,0.7355,1.09,14279400,108614000
2017-09-07,1.03,1.51,0.9567,1.37,15442300,136622000
2017-09-08,1.4,1.4,0.9466,1.01,9872850,100683000
2017-09-09,1.01,1.03,0.8631,0.9893,4011510,98930100
2017-09-10,0.9821,1,0.8524,0.9422,3257430,94215900
2017-09-11,0.9492,1.1,0.902,1.03,5167180,102581000
2017-09-12,1.03,1.21,0.9876,1.04,7213490,103568000
2017-09-13,1.04,1.04,0.8802,0.9372,2780700,93720400
2017-09-14,0.9379,0.9502,0.6735,0.6788,3134360,67878400
2017-09-15,0.6833,0.8492,0.5268,0.7997,4625680,79970900
2017-09-16,0.8081,0.9272,0.7461,0.8042,2829570,80419800
2017-09-17,0.8034,0.8148,0.7337,0.7896,1273640,78958900
2017-09-18,0.7896,0.937,0.7876,0.9092,3717860,90920200
2017-09-19,0.9074,0.9091,0.7877,0.8024,2888420,80242500
2017-09-20,0.815,0.8164,0.7437,0.7479,2536950,74789000
2017-09-21,0.764,0.7818,0.6843,0.7021,2238040,70214000
2017-09-22,0.6989,0.7402,0.6833,0.7159,2099500,71589300
2017-09-23,0.7172,0.7774,0.7078,0.771,2276080,77096500
2017-09-24,0.7758,0.7883,0.7362,0.7833,2402720,78326800
2017-09-25,0.7842,0.9366,0.7733,0.9171,3695220,91705900
